,ACTIVATION_DATE,SUBSCRIPTION_ID,BUNDLE_NAME,REVENUE,PROVINCE,LANGUAGE,Interaction
24776,10/11/2023,3890786464.0,Monthly 2.5GB Special Offer,250.0,BALKH,Dari,1
78070,10/5/2023,3890733170.0,Monthly 2.5GB Special Offer,250.0,KABUL,Dari,1
76612,10/17/2023,3890734628.0,Daily 200MB Data Bundle,15.0,DAIKONDI,Dari,1
47675,10/23/2023,3890763565.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
50355,10/27/2023,3890760885.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
8206,10/28/2023,3890803034.0,Monthly 20GB for 999AFN,999.0,KABUL,Dari,1
60036,10/14/2023,3890751204.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
46208,10/10/2023,3890765032.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
74436,10/2/2023,3890736804.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
74702,10/26/2023,3890736538.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
6008,10/8/2023,3890805232.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
72548,10/6/2023,3890738692.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Dari,1
37027,10/15/2023,3890774213.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
46418,10/12/2023,3890764822.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
26819,10/6/2023,3890784421.0,Daily 200MB Data Bundle,15.0,KABUL,English,1
80146,10/29/2023,3890731094.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
40829,10/11/2023,3890770411.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
44293,10/18/2023,3890766947.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
15834,10/24/2023,3890795406.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
18334,10/7/2023,3890792906.0,Hourly Bundle 400MB,70.0,NANGARHAR,Pashto,1
14670,10/5/2023,3890796570.0,Monthly 550 Min,135.0,FARYAB,Dari,1
78787,10/28/2023,3890732453.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
66835,10/5/2023,3890744405.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
58805,10/30/2023,3890752435.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
7453,10/10/2023,3890803787.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
94832,10/8/2023,3890716408.0,Daily 200MB Data Bundle,30.0,HELMAND,Pashto,1
87944,10/28/2023,3890723296.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
31921,10/28/2023,3890779319.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
41341,10/16/2023,3890769899.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
6296,10/13/2023,3890804944.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
242,10/23/2023,3890810998.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
95653,10/9/2023,3890715587.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
53352,10/13/2023,3890757888.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
79203,10/15/2023,3890732037.0,Monthly 550 Min,135.0,KABUL,Dari,1
49645,10/15/2023,3890761595.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
14907,10/1/2023,3890796333.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
54866,10/31/2023,3890756374.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
47749,10/11/2023,3890763491.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
30839,10/5/2023,3890780401.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
68256,10/17/2023,3890742984.0,Daily 200MB Data Bundle,15.0,QANDAHAR,Dari,1
40959,10/2/2023,3890770281.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
74733,10/20/2023,3890736507.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
42328,10/8/2023,3890768912.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
13300,10/13/2023,3890797940.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
5073,10/1/2023,3890806167.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
46893,10/20/2023,3890764347.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
19380,10/9/2023,3890791860.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
78537,10/9/2023,3890732703.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
92806,10/18/2023,3890718434.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
4215,10/7/2023,3890807025.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
97,10/25/2023,3890811143.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
72993,10/29/2023,3890738247.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
48905,10/30/2023,3890762335.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
9265,10/1/2023,3890801975.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
94247,10/27/2023,3890716993.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
909,10/25/2023,3890810331.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
11399,10/27/2023,3890799841.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
77519,10/29/2023,3890733721.0,Daily 200MB Data Bundle,60.0,NANGARHAR,Pashto,1
96435,10/25/2023,3890714805.0,Hourly Bundle 400MB,10.0,HELMAND,Pashto,1
47729,10/18/2023,3890763511.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
53948,10/16/2023,3890757292.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
85089,10/13/2023,3890726151.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
34797,10/10/2023,3890776443.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
8726,10/7/2023,3890802514.0,Hourly Bundle 400MB,60.0,GHOR,Dari,1
81040,10/31/2023,3890730200.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
5146,10/9/2023,3890806094.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
37351,10/2/2023,3890773889.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
57911,10/4/2023,3890753329.0,Monthly 550 Min,135.0,KONDUZ,Dari,1
1375,10/14/2023,3890809865.0,Monthly 550 Min,135.0,PARWAN,Dari,1
77433,10/24/2023,3890733807.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
39951,10/1/2023,3890771289.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
2963,10/28/2023,3890808277.0,Daily 200MB Data Bundle,15.0,WARDAK,Pashto,1
90245,10/10/2023,3890720995.0,Hourly Bundle 400MB,20.0,LAGHMAN,Dari,1
69348,10/21/2023,3890741892.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
62899,10/2/2023,3890748341.0,Hourly Bundle 400MB,80.0,NANGARHAR,Pashto,1
39532,10/20/2023,3890771708.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
43923,10/19/2023,3890767317.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
30503,10/5/2023,3890780737.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
30432,10/11/2023,3890780808.0,Hourly Bundle 400MB,70.0,KABUL,Dari,1
88203,10/16/2023,3890723037.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
8858,10/3/2023,3890802382.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
33780,10/10/2023,3890777460.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
13850,10/11/2023,3890797390.0,Daily 200MB Data Bundle,105.0,KABUL,Dari,1
68688,10/30/2023,3890742552.0,Monthly 550 Min,135.0,BALKH,Pashto,1
859,10/25/2023,3890810381.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
16126,10/6/2023,3890795114.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
10802,10/30/2023,3890800438.0,Daily 200MB Data Bundle,30.0,BALKH,Pashto,1
53791,10/8/2023,3890757449.0,Monthly 550 Min,135.0,BAMYAN,Pashto,1
10732,10/14/2023,3890800508.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
72575,10/4/2023,3890738665.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
14143,10/4/2023,3890797097.0,Hourly Bundle 400MB,40.0,KAPISA,Dari,1
18781,10/1/2023,3890792459.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
55667,10/12/2023,3890755573.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
11640,10/24/2023,3890799600.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
52610,10/23/2023,3890758630.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
96078,10/16/2023,3890715162.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
25711,10/31/2023,3890785529.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
48063,10/6/2023,3890763177.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
33549,10/6/2023,3890777691.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
28998,10/26/2023,3890782242.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
14250,10/3/2023,3890796990.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
60925,10/14/2023,3890750315.0,Hourly Bundle 400MB,10.0,SAR-E-POL,Dari,1
61106,10/2/2023,3890750134.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
80467,10/1/2023,3890730773.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
52833,10/3/2023,3890758407.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
88839,10/15/2023,3890722401.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
12097,10/16/2023,3890799143.0,Daily 200MB Data Bundle,45.0,KABUL,Pashto,1
57064,10/31/2023,3890754176.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
92788,10/16/2023,3890718452.0,Hourly Bundle 400MB,40.0,PAKTIA,Pashto,1
91209,10/24/2023,3890720031.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
66732,10/24/2023,3890744508.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
18791,10/15/2023,3890792449.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
11412,10/17/2023,3890799828.0,Monthly 550 Min,135.0,KABUL,Pashto,1
36822,10/23/2023,3890774418.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
6170,10/18/2023,3890805070.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
98537,10/27/2023,3890712703.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
29376,10/27/2023,3890781864.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
32765,10/20/2023,3890778475.0,Daily 200MB Data Bundle,15.0,GHOR,Dari,1
22247,10/22/2023,3890788993.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
21405,10/8/2023,3890789835.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
35935,10/4/2023,3890775305.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
71652,10/15/2023,3890739588.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
28756,10/13/2023,3890782484.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
26968,10/14/2023,3890784272.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
49801,10/13/2023,3890761439.0,Monthly 2.5GB Special Offer,250.0,KABUL,Dari,1
27012,10/23/2023,3890784228.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
41518,10/9/2023,3890769722.0,Hourly Bundle 400MB,60.0,KABUL,Pashto,1
95884,10/6/2023,3890715356.0,Hourly Bundle 400MB,20.0,BADAKHSHAN,Dari,1
52794,10/31/2023,3890758446.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
13216,10/26/2023,3890798024.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
52426,10/14/2023,3890758814.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
72175,10/7/2023,3890739065.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
72677,10/27/2023,3890738563.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
94439,10/1/2023,3890716801.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
71800,10/1/2023,3890739440.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
59227,10/10/2023,3890752013.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
74249,10/4/2023,3890736991.0,Hourly Bundle 400MB,30.0,HELMAND,Pashto,1
19000,10/27/2023,3890792240.0,Hourly Bundle 400MB,20.0,HERAT,Dari,1
64020,10/18/2023,3890747220.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
64831,10/29/2023,3890746409.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
8111,10/29/2023,3890803129.0,Daily 200MB Data Bundle,30.0,FARYAB,Dari,1
58900,10/28/2023,3890752340.0,Daily 200MB Data Bundle,15.0,TAKHAR,Dari,1
32814,10/31/2023,3890778426.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
30890,10/28/2023,3890780350.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
80327,10/1/2023,3890730913.0,Hourly Bundle 400MB,50.0,KABUL,Dari,1
28123,10/27/2023,3890783117.0,Daily 200MB Data Bundle,45.0,HERAT,Dari,1
1083,10/25/2023,3890810157.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
91179,10/30/2023,3890720061.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
14857,10/26/2023,3890796383.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
95167,10/3/2023,3890716073.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
22757,10/24/2023,3890788483.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
29348,10/28/2023,3890781892.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
71025,10/18/2023,3890740215.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
29491,10/31/2023,3890781749.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
64164,10/14/2023,3890747076.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
72290,10/9/2023,3890738950.0,Daily 200MB Data Bundle,45.0,GHAZNI,Dari,1
92515,10/30/2023,3890718725.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
96548,10/3/2023,3890714692.0,Hourly Bundle 400MB,10.0,HELMAND,Pashto,1
52386,10/20/2023,3890758854.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
84686,10/29/2023,3890726554.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
40073,10/20/2023,3890771167.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
29335,10/30/2023,3890781905.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
48018,10/7/2023,3890763222.0,Hourly Bundle 400MB,40.0,KABUL,Dari,1
69116,10/28/2023,3890742124.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
18089,10/29/2023,3890793151.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
53617,10/25/2023,3890757623.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
65415,10/28/2023,3890745825.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
64343,10/17/2023,3890746897.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86905,10/4/2023,3890724335.0,Hourly Bundle 400MB,20.0,KONDUZ,Pashto,1
97530,10/5/2023,3890713710.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
90023,10/25/2023,3890721217.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
7958,10/24/2023,3890803282.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
31828,10/15/2023,3890779412.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
1575,10/9/2023,3890809665.0,Monthly 20GB for 999AFN,999.0,BALKH,Dari,1
62420,10/20/2023,3890748820.0,Daily 200MB Data Bundle,17.0,HERAT,Dari,1
88223,10/10/2023,3890723017.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
39283,10/14/2023,3890771957.0,Hourly Bundle 400MB,10.0,NANGARHAR,English,1
40846,10/10/2023,3890770394.0,Hourly Bundle 400MB,30.0,JOZJAN,Dari,1
56943,10/2/2023,3890754297.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
79522,10/21/2023,3890731718.0,Hourly Bundle 400MB,10.0,KABUL,English,1
51010,10/9/2023,3890760230.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
36889,10/7/2023,3890774351.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
71401,10/3/2023,3890739839.0,Daily 200MB Data Bundle,30.0,KABUL,Pashto,1
1440,10/24/2023,3890809800.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
68417,10/23/2023,3890742823.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
7103,10/31/2023,3890804137.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
47754,10/25/2023,3890763486.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
34830,10/26/2023,3890776410.0,Hourly Bundle 400MB,10.0,GHAZNI,Pashto,1
38703,10/3/2023,3890772537.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
54893,10/30/2023,3890756347.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
66094,10/11/2023,3890745146.0,Monthly 2.5GB Special Offer,250.0,NANGARHAR,Pashto,1
9971,10/30/2023,3890801269.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
69591,10/29/2023,3890741649.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
94539,10/15/2023,3890716701.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
92668,10/11/2023,3890718572.0,Daily 200MB Data Bundle,30.0,FARYAB,Dari,1
14456,10/4/2023,3890796784.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
15080,10/30/2023,3890796160.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
73369,10/15/2023,3890737871.0,Daily 200MB Data Bundle,15.0,KUNAR,Pashto,1
24233,10/20/2023,3890787007.0,Daily 200MB Data Bundle,15.0,NIMROZ,Dari,1
43493,10/30/2023,3890767747.0,Daily 200MB Data Bundle,30.0,LAGHMAN,Pashto,1
48413,10/3/2023,3890762827.0,Hourly Bundle 400MB,10.0,QANDAHAR,Dari,1
54999,10/4/2023,3890756241.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
847,10/8/2023,3890810393.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
49778,10/26/2023,3890761462.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Dari,1
83636,10/10/2023,3890727604.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
67484,10/12/2023,3890743756.0,Daily 200MB Data Bundle,15.0,GHOR,Dari,1
40717,10/29/2023,3890770523.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
15707,10/12/2023,3890795533.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
23471,10/24/2023,3890787769.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
25900,10/22/2023,3890785340.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
5737,10/29/2023,3890805503.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
47297,10/13/2023,3890763943.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
87513,10/19/2023,3890723727.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
27896,10/21/2023,3890783344.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
20572,10/30/2023,3890790668.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
11694,10/29/2023,3890799546.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
94403,10/16/2023,3890716837.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
57690,10/24/2023,3890753550.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
68547,10/28/2023,3890742693.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
56784,10/22/2023,3890754456.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
91581,10/26/2023,3890719659.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
71835,10/27/2023,3890739405.0,Hourly Bundle 400MB,10.0,KONDUZ,Dari,1
65855,10/25/2023,3890745385.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
1256,10/19/2023,3890809984.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
47519,10/16/2023,3890763721.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
9750,10/10/2023,3890801490.0,Hourly Bundle 400MB,10.0,KAPISA,Dari,1
17280,10/19/2023,3890793960.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
49992,10/5/2023,3890761248.0,Monthly 550 Min,135.0,NANGARHAR,English,1
1992,10/4/2023,3890809248.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
47541,10/10/2023,3890763699.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
62645,10/22/2023,3890748595.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
29966,10/8/2023,3890781274.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
28039,10/7/2023,3890783201.0,Hourly Bundle 400MB,10.0,JOZJAN,Dari,1
892,10/27/2023,3890810348.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
67452,10/22/2023,3890743788.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
64180,10/3/2023,3890747060.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
43131,10/17/2023,3890768109.0,Hourly Bundle 400MB,10.0,KONDUZ,Dari,1
73582,10/10/2023,3890737658.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
39214,10/7/2023,3890772026.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
24394,10/12/2023,3890786846.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
14064,10/4/2023,3890797176.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
65747,10/7/2023,3890745493.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
2573,10/6/2023,3890808667.0,Hourly Bundle 400MB,40.0,KONDUZ,Dari,1
40076,10/8/2023,3890771164.0,Hourly Bundle 400MB,30.0,KABUL,Pashto,1
43106,10/12/2023,3890768134.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
63237,10/13/2023,3890748003.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
72100,10/27/2023,3890739140.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
52915,10/1/2023,3890758325.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
90324,10/10/2023,3890720916.0,Hourly Bundle 400MB,10.0,NIMROZ,Dari,1
1344,10/10/2023,3890809896.0,Hourly Bundle 400MB,10.0,KABUL,English,1
47425,10/30/2023,3890763815.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
8332,10/17/2023,3890802908.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
97946,10/26/2023,3890713294.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
39172,10/12/2023,3890772068.0,Monthly 550 Min,148.5,LOGAR,Pashto,1
40493,10/30/2023,3890770747.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
2055,10/14/2023,3890809185.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
36501,10/25/2023,3890774739.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
77166,10/14/2023,3890734074.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
28765,10/12/2023,3890782475.0,Daily 200MB Data Bundle,15.0,NIMROZ,Pashto,1
716,10/28/2023,3890810524.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
18074,10/3/2023,3890793166.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
85436,10/16/2023,3890725804.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
74471,10/13/2023,3890736769.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
51941,10/1/2023,3890759299.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
30384,10/2/2023,3890780856.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
63916,10/8/2023,3890747324.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
10809,10/22/2023,3890800431.0,Hourly Bundle 400MB,30.0,BAGHLAN,Dari,1
95551,10/20/2023,3890715689.0,Daily 200MB Data Bundle,75.0,KABUL,Dari,1
21102,10/13/2023,3890790138.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
53024,10/30/2023,3890758216.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
43851,10/29/2023,3890767389.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
38045,10/3/2023,3890773195.0,Hourly Bundle 400MB,10.0,WARDAK,Pashto,1
86415,10/24/2023,3890724825.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
6339,10/28/2023,3890804901.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
87897,10/9/2023,3890723343.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
14693,10/14/2023,3890796547.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
11785,10/30/2023,3890799455.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
29352,10/19/2023,3890781888.0,Hourly Bundle 400MB,10.0,DAIKONDI,Dari,1
44190,10/18/2023,3890767050.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
57235,10/16/2023,3890754005.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
90004,10/7/2023,3890721236.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
98334,10/8/2023,3890712906.0,Hourly Bundle 400MB,10.0,NANGARHAR,Dari,1
59775,10/31/2023,3890751465.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
67112,10/19/2023,3890744128.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
34688,10/9/2023,3890776552.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
46955,10/7/2023,3890764285.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
20179,10/8/2023,3890791061.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
51999,10/17/2023,3890759241.0,Monthly 550 Min,135.0,KABUL,Dari,1
57269,10/26/2023,3890753971.0,Monthly 550 Min,135.0,KABUL,Pashto,1
79735,10/11/2023,3890731505.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
43184,10/15/2023,3890768056.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
97156,10/29/2023,3890714084.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
610,10/16/2023,3890810630.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
50542,10/4/2023,3890760698.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
6192,10/27/2023,3890805048.0,Daily 200MB Data Bundle,15.0,QANDAHAR,Pashto,1
53069,10/18/2023,3890758171.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
51573,10/27/2023,3890759667.0,Monthly 2.5GB Special Offer,250.0,NIMROZ,Dari,1
40128,10/22/2023,3890771112.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
27408,10/22/2023,3890783832.0,Hourly Bundle 400MB,10.0,PARWAN,Pashto,1
